FlightDate,DayOfWeek,Reporting_Airline,Flight_Number_Reporting_Airline,Dest,DestCityName,CRSDepTime,DepDelay,CRSArrTime,ArrDelay,Cancelled,CancellationCode,Diverted,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2025-07-01,2,AA,1064,ORD,"Chicago, IL",0601,-4.00,0850,-8.00,0.00,,0.00,130.00,977.00,,,,,
2025-07-02,3,AA,1064,ORD,"Chicago, IL",0601,-7.00,0850,-6.00,0.00,,0.00,131.00,977.00,,,,,
2025-07-03,4,AA,1064,ORD,"Chicago, IL",0601,-5.00,0848,-11.00,0.00,,0.00,136.00,977.00,,,,,
2025-07-05,6,AA,1064,ORD,"Chicago, IL",0600,0.00,0850,22.00,0.00,,0.00,141.00,977.00,0.00,0.00,22.00,0.00,0.00
2025-07-06,7,AA,1064,ORD,"Chicago, IL",0600,-11.00,0850,-6.00,0.00,,0.00,142.00,977.00,,,,,
2025-07-07,1,AA,1064,ORD,"Chicago, IL",0600,-13.00,0850,-21.00,0.00,,0.00,137.00,977.00,,,,,
2025-07-08,2,AA,1064,ORD,"Chicago, IL",0600,-10.00,0850,4.00,0.00,,0.00,134.00,977.00,,,,,
2025-07-09,3,AA,1064,ORD,"Chicago, IL",0600,-6.00,0850,-21.00,0.00,,0.00,133.00,977.00,,,,,
2025-07-10,4,AA,1064,ORD,"Chicago, IL",0600,29.00,0850,14.00,0.00,,0.00,127.00,977.00,,,,,
2025-07-11,5,AA,1064,ORD,"Chicago, IL",0600,,0850,,1.00,B,0.00,,977.00,,,,,
2025-07-12,6,AA,1064,ORD,"Chicago, IL",0600,0.00,0850,1.00,0.00,,0.00,137.00,977.00,,,,,
2025-07-13,7,AA,1064,ORD,"Chicago, IL",0600,,0850,,1.00,B,0.00,,977.00,,,,,
2025-07-14,1,AA,1064,ORD,"Chicago, IL",0600,2.00,0850,-3.00,0.00,,0.00,135.00,977.00,,,,,
2025-07-15,2,AA,1064,ORD,"Chicago, IL",0600,34.00,0850,29.00,0.00,,0.00,127.00,977.00,29.00,0.00,0.00,0.00,0.00
2025-07-16,3,AA,1064,ORD,"Chicago, IL",0600,-6.00,0850,-2.00,0.00,,0.00,131.00,977.00,,,,,
2025-07-17,4,AA,1064,ORD,"Chicago, IL",0600,,0850,,1.00,A,0.00,,977.00,,,,,
2025-07-18,5,AA,1064,ORD,"Chicago, IL",0600,-8.00,0850,-19.00,0.00,,0.00,126.00,977.00,,,,,
2025-07-19,6,AA,1064,ORD,"Chicago, IL",0600,-6.00,0850,-4.00,0.00,,0.00,144.00,977.00,,,,,
2025-07-20,7,AA,1064,ORD,"Chicago, IL",0600,287.00,0850,284.00,0.00,,0.00,139.00,977.00,284.00,0.00,0.00,0.00,0.00
2025-07-21,1,AA,1064,ORD,"Chicago, IL",0600,-11.00,0850,-22.00,0.00,,0.00,136.00,977.00,,,,,
2025-07-22,2,AA,1064,ORD,"Chicago, IL",0600,-8.00,0850,-3.00,0.00,,0.00,126.00,977.00,,,,,
2025-07-23,3,AA,1064,ORD,"Chicago, IL",0600,370.00,0850,351.00,0.00,,0.00,126.00,977.00,351.00,0.00,0.00,0.00,0.00
2025-07-24,4,AA,1064,ORD,"Chicago, IL",0600,-8.00,0850,-18.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-25,5,AA,1064,ORD,"Chicago, IL",0600,-6.00,0850,-15.00,0.00,,0.00,126.00,977.00,,,,,
2025-07-26,6,AA,1064,ORD,"Chicago, IL",0600,5.00,0850,5.00,0.00,,0.00,149.00,977.00,,,,,
2025-07-27,7,AA,1064,ORD,"Chicago, IL",0600,-10.00,0850,-19.00,0.00,,0.00,133.00,977.00,,,,,
2025-07-28,1,AA,1064,ORD,"Chicago, IL",0600,-8.00,0850,31.00,0.00,,0.00,170.00,977.00,0.00,0.00,31.00,0.00,0.00
2025-07-29,2,AA,1064,ORD,"Chicago, IL",0600,-8.00,0850,-21.00,0.00,,0.00,129.00,977.00,,,,,
2025-07-30,3,AA,1064,ORD,"Chicago, IL",0600,-6.00,0850,8.00,0.00,,0.00,154.00,977.00,,,,,
2025-07-31,4,AA,1064,ORD,"Chicago, IL",0600,-6.00,0850,-23.00,0.00,,0.00,126.00,977.00,,,,,
2025-07-01,2,AA,1114,PHL,"Philadelphia, PA",1255,-5.00,1729,43.00,0.00,,0.00,203.00,1431.00,0.00,0.00,43.00,0.00,0.00
2025-07-02,3,AA,1114,PHL,"Philadelphia, PA",1255,-1.00,1729,-3.00,0.00,,0.00,183.00,1431.00,,,,,
2025-07-03,4,AA,1114,PHL,"Philadelphia, PA",1255,4.00,1729,45.00,0.00,,0.00,208.00,1431.00,0.00,4.00,41.00,0.00,0.00
2025-07-04,5,AA,1114,PHL,"Philadelphia, PA",1255,-4.00,1729,-10.00,0.00,,0.00,194.00,1431.00,,,,,
2025-07-05,6,AA,1114,PHL,"Philadelphia, PA",1309,147.00,1744,146.00,0.00,,0.00,191.00,1431.00,146.00,0.00,0.00,0.00,0.00
2025-07-06,7,AA,1114,PHL,"Philadelphia, PA",1238,-2.00,1714,-6.00,0.00,,0.00,190.00,1431.00,,,,,
2025-07-07,1,AA,1114,PHL,"Philadelphia, PA",1238,6.00,1714,-7.00,0.00,,0.00,190.00,1431.00,,,,,
2025-07-08,2,AA,1114,PHL,"Philadelphia, PA",1238,-5.00,1714,-15.00,0.00,,0.00,181.00,1431.00,,,,,
2025-07-09,3,AA,1114,PHL,"Philadelphia, PA",1238,187.00,1714,,0.00,,1.00,,1431.00,,,,,
2025-07-10,4,AA,1114,PHL,"Philadelphia, PA",1238,7.00,1714,-5.00,0.00,,0.00,189.00,1431.00,,,,,
2025-07-11,5,AA,1114,PHL,"Philadelphia, PA",1238,-9.00,1714,19.00,0.00,,0.00,190.00,1431.00,0.00,0.00,19.00,0.00,0.00
2025-07-12,6,AA,1114,PHL,"Philadelphia, PA",1309,49.00,1744,65.00,0.00,,0.00,190.00,1431.00,8.00,0.00,16.00,0.00,41.00
2025-07-13,7,AA,1114,PHL,"Philadelphia, PA",1238,81.00,1714,115.00,0.00,,0.00,218.00,1431.00,0.00,76.00,34.00,0.00,5.00
2025-07-14,1,AA,1114,PHL,"Philadelphia, PA",1238,,1714,,1.00,B,0.00,,1431.00,,,,,
2025-07-15,2,AA,1114,PHL,"Philadelphia, PA",1238,1.00,1714,-13.00,0.00,,0.00,186.00,1431.00,,,,,
2025-07-16,3,AA,1114,PHL,"Philadelphia, PA",1238,-9.00,1714,4.00,0.00,,0.00,198.00,1431.00,,,,,
2025-07-17,4,AA,1114,PHL,"Philadelphia, PA",1238,235.00,1714,235.00,0.00,,0.00,190.00,1431.00,235.00,0.00,0.00,0.00,0.00
2025-07-18,5,AA,1114,PHL,"Philadelphia, PA",1238,47.00,1714,47.00,0.00,,0.00,195.00,1431.00,35.00,0.00,0.00,0.00,12.00
2025-07-19,6,AA,1114,PHL,"Philadelphia, PA",1309,35.00,1744,33.00,0.00,,0.00,184.00,1431.00,33.00,0.00,0.00,0.00,0.00
2025-07-20,7,AA,1114,PHL,"Philadelphia, PA",1238,9.00,1714,25.00,0.00,,0.00,207.00,1431.00,9.00,0.00,16.00,0.00,0.00
2025-07-21,1,AA,1114,PHL,"Philadelphia, PA",1238,76.00,1714,66.00,0.00,,0.00,189.00,1431.00,4.00,0.00,0.00,0.00,62.00
2025-07-22,2,AA,1114,PHL,"Philadelphia, PA",1238,-12.00,1714,-11.00,0.00,,0.00,180.00,1431.00,,,,,
2025-07-23,3,AA,1114,PHL,"Philadelphia, PA",1238,-5.00,1714,-18.00,0.00,,0.00,181.00,1431.00,,,,,
2025-07-24,4,AA,1114,PHL,"Philadelphia, PA",1238,-6.00,1714,-24.00,0.00,,0.00,184.00,1431.00,,,,,
2025-07-25,5,AA,1114,PHL,"Philadelphia, PA",1238,8.00,1714,43.00,0.00,,0.00,207.00,1431.00,6.00,0.00,35.00,0.00,2.00
2025-07-26,6,AA,1114,PHL,"Philadelphia, PA",1309,-3.00,1744,-16.00,0.00,,0.00,182.00,1431.00,,,,,
2025-07-27,7,AA,1114,PHL,"Philadelphia, PA",1238,-5.00,1714,44.00,0.00,,0.00,235.00,1431.00,0.00,0.00,44.00,0.00,0.00
2025-07-28,1,AA,1114,PHL,"Philadelphia, PA",1238,22.00,1714,7.00,0.00,,0.00,183.00,1431.00,,,,,
2025-07-29,2,AA,1114,PHL,"Philadelphia, PA",1238,7.00,1714,1.00,0.00,,0.00,185.00,1431.00,,,,,
2025-07-30,3,AA,1114,PHL,"Philadelphia, PA",1238,9.00,1714,2.00,0.00,,0.00,192.00,1431.00,,,,,
2025-07-31,4,AA,1114,PHL,"Philadelphia, PA",1238,77.00,1714,89.00,0.00,,0.00,183.00,1431.00,0.00,77.00,12.00,0.00,0.00
2025-07-01,2,AA,1161,CLT,"Charlotte, NC",1751,362.00,2145,342.00,0.00,,0.00,129.00,1032.00,0.00,0.00,0.00,0.00,342.00
2025-07-02,3,AA,1161,CLT,"Charlotte, NC",1751,1.00,2145,-14.00,0.00,,0.00,129.00,1032.00,,,,,
2025-07-03,4,AA,1161,CLT,"Charlotte, NC",1751,12.00,2145,11.00,0.00,,0.00,151.00,1032.00,,,,,
2025-07-06,7,AA,1161,CLT,"Charlotte, NC",1746,84.00,2144,69.00,0.00,,0.00,135.00,1032.00,0.00,69.00,0.00,0.00,0.00
2025-07-07,1,AA,1161,CLT,"Charlotte, NC",1746,-6.00,2144,3.00,0.00,,0.00,152.00,1032.00,,,,,
2025-07-08,2,AA,1161,CLT,"Charlotte, NC",1746,29.00,2144,23.00,0.00,,0.00,146.00,1032.00,15.00,0.00,0.00,0.00,8.00
2025-07-09,3,AA,1161,CLT,"Charlotte, NC",1746,,2144,,1.00,B,0.00,,1032.00,,,,,
2025-07-10,4,AA,1161,CLT,"Charlotte, NC",1746,10.00,2144,-9.00,0.00,,0.00,131.00,1032.00,,,,,
2025-07-11,5,AA,1161,CLT,"Charlotte, NC",1746,-2.00,2144,-1.00,0.00,,0.00,138.00,1032.00,,,,,
2025-07-12,6,AA,1161,CLT,"Charlotte, NC",1749,12.00,2145,9.00,0.00,,0.00,137.00,1032.00,,,,,
2025-07-13,7,AA,1161,CLT,"Charlotte, NC",1746,,2144,,1.00,B,0.00,,1032.00,,,,,
2025-07-14,1,AA,1161,CLT,"Charlotte, NC",1746,223.00,2144,208.00,0.00,,0.00,134.00,1032.00,98.00,0.00,0.00,0.00,110.00
2025-07-15,2,AA,1161,CLT,"Charlotte, NC",1746,-2.00,2144,32.00,0.00,,0.00,141.00,1032.00,0.00,0.00,32.00,0.00,0.00
2025-07-16,3,AA,1161,CLT,"Charlotte, NC",1746,-2.00,2144,-17.00,0.00,,0.00,134.00,1032.00,,,,,
2025-07-17,4,AA,1161,CLT,"Charlotte, NC",1746,29.00,2144,25.00,0.00,,0.00,142.00,1032.00,0.00,0.00,0.00,0.00,25.00
2025-07-18,5,AA,1161,CLT,"Charlotte, NC",1746,245.00,2144,236.00,0.00,,0.00,144.00,1032.00,58.00,0.00,0.00,0.00,178.00
2025-07-19,6,AA,1161,CLT,"Charlotte, NC",1749,-9.00,2145,-24.00,0.00,,0.00,139.00,1032.00,,,,,
2025-07-20,7,AA,1161,CLT,"Charlotte, NC",1746,6.00,2144,-7.00,0.00,,0.00,136.00,1032.00,,,,,
2025-07-21,1,AA,1161,CLT,"Charlotte, NC",1746,113.00,2144,100.00,0.00,,0.00,136.00,1032.00,0.00,0.00,0.00,0.00,100.00
2025-07-22,2,AA,1161,CLT,"Charlotte, NC",1746,29.00,2144,14.00,0.00,,0.00,130.00,1032.00,,,,,
2025-07-23,3,AA,1161,CLT,"Charlotte, NC",1746,23.00,2144,5.00,0.00,,0.00,135.00,1032.00,,,,,
2025-07-24,4,AA,1161,CLT,"Charlotte, NC",1746,-8.00,2144,-17.00,0.00,,0.00,137.00,1032.00,,,,,
2025-07-25,5,AA,1161,CLT,"Charlotte, NC",1746,-7.00,2144,53.00,0.00,,0.00,143.00,1032.00,0.00,0.00,53.00,0.00,0.00
2025-07-26,6,AA,1161,CLT,"Charlotte, NC",1749,-8.00,2145,-24.00,0.00,,0.00,138.00,1032.00,,,,,
2025-07-27,7,AA,1161,CLT,"Charlotte, NC",1746,-5.00,2144,4.00,0.00,,0.00,145.00,1032.00,,,,,
2025-07-28,1,AA,1161,CLT,"Charlotte, NC",1746,8.00,2144,-6.00,0.00,,0.00,137.00,1032.00,,,,,
2025-07-29,2,AA,1161,CLT,"Charlotte, NC",1746,98.00,2144,102.00,0.00,,0.00,143.00,1032.00,0.00,0.00,4.00,0.00,98.00
2025-07-30,3,AA,1161,CLT,"Charlotte, NC",1746,-13.00,2144,-18.00,0.00,,0.00,149.00,1032.00,,,,,
2025-07-31,4,AA,1161,CLT,"Charlotte, NC",1746,55.00,2144,58.00,0.00,,0.00,143.00,1032.00,1.00,0.00,3.00,0.00,54.00
2025-07-01,2,AA,1574,ORD,"Chicago, IL",1500,-6.00,1749,-14.00,0.00,,0.00,135.00,977.00,,,,,
2025-07-02,3,AA,1574,ORD,"Chicago, IL",1500,-7.00,1749,-21.00,0.00,,0.00,130.00,977.00,,,,,
2025-07-03,4,AA,1574,ORD,"Chicago, IL",1500,11.00,1749,51.00,0.00,,0.00,141.00,977.00,0.00,11.00,40.00,0.00,0.00
2025-07-04,5,AA,1574,ORD,"Chicago, IL",1115,260.00,1404,257.00,0.00,,0.00,138.00,977.00,0.00,0.00,0.00,0.00,257.00
2025-07-05,6,AA,1574,ORD,"Chicago, IL",1503,-6.00,1758,-14.00,0.00,,0.00,134.00,977.00,,,,,
2025-07-06,7,AA,1574,ORD,"Chicago, IL",1505,266.00,1800,270.00,0.00,,0.00,145.00,977.00,0.00,22.00,4.00,0.00,244.00
2025-07-07,1,AA,1574,ORD,"Chicago, IL",1505,41.00,1800,42.00,0.00,,0.00,135.00,977.00,9.00,0.00,1.00,0.00,32.00
2025-07-08,2,AA,1574,ORD,"Chicago, IL",1505,6.00,1800,-11.00,0.00,,0.00,129.00,977.00,,,,,
2025-07-09,3,AA,1574,ORD,"Chicago, IL",1505,103.00,1800,119.00,0.00,,0.00,143.00,977.00,5.00,0.00,16.00,0.00,98.00
2025-07-10,4,AA,1574,ORD,"Chicago, IL",1505,8.00,1800,-2.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-11,5,AA,1574,ORD,"Chicago, IL",1505,17.00,1800,12.00,0.00,,0.00,130.00,977.00,,,,,
2025-07-12,6,AA,1574,ORD,"Chicago, IL",1527,-6.00,1823,-29.00,0.00,,0.00,129.00,977.00,,,,,
2025-07-13,7,AA,1574,ORD,"Chicago, IL",1505,33.00,1800,20.00,0.00,,0.00,132.00,977.00,0.00,11.00,0.00,0.00,9.00
2025-07-14,1,AA,1574,ORD,"Chicago, IL",1505,245.00,1800,250.00,0.00,,0.00,129.00,977.00,0.00,0.00,5.00,0.00,245.00
2025-07-15,2,AA,1574,ORD,"Chicago, IL",1505,39.00,1800,58.00,0.00,,0.00,123.00,977.00,6.00,0.00,19.00,0.00,33.00
2025-07-16,3,AA,1574,ORD,"Chicago, IL",1505,157.00,1800,154.00,0.00,,0.00,139.00,977.00,0.00,154.00,0.00,0.00,0.00
2025-07-17,4,AA,1574,ORD,"Chicago, IL",1505,13.00,1800,2.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-18,5,AA,1574,ORD,"Chicago, IL",1505,0.00,1800,2.00,0.00,,0.00,131.00,977.00,,,,,
2025-07-19,6,AA,1574,ORD,"Chicago, IL",1527,0.00,1823,6.00,0.00,,0.00,136.00,977.00,,,,,
2025-07-20,7,AA,1574,ORD,"Chicago, IL",1505,-1.00,1800,-7.00,0.00,,0.00,129.00,977.00,,,,,
2025-07-21,1,AA,1574,ORD,"Chicago, IL",1505,-1.00,1800,-24.00,0.00,,0.00,126.00,977.00,,,,,
2025-07-22,2,AA,1574,ORD,"Chicago, IL",1505,-7.00,1800,-17.00,0.00,,0.00,126.00,977.00,,,,,
2025-07-23,3,AA,1574,ORD,"Chicago, IL",1505,-6.00,1800,-24.00,0.00,,0.00,127.00,977.00,,,,,
2025-07-24,4,AA,1574,ORD,"Chicago, IL",1505,-6.00,1800,-26.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-25,5,AA,1574,ORD,"Chicago, IL",1505,51.00,1800,39.00,0.00,,0.00,123.00,977.00,0.00,0.00,39.00,0.00,0.00
2025-07-26,6,AA,1574,ORD,"Chicago, IL",1527,-6.00,1823,-17.00,0.00,,0.00,137.00,977.00,,,,,
2025-07-27,7,AA,1574,ORD,"Chicago, IL",1505,-4.00,1800,,0.00,,1.00,,977.00,,,,,
2025-07-28,1,AA,1574,ORD,"Chicago, IL",1505,-5.00,1800,-4.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-29,2,AA,1574,ORD,"Chicago, IL",1505,0.00,1800,-22.00,0.00,,0.00,127.00,977.00,,,,,
2025-07-30,3,AA,1574,ORD,"Chicago, IL",1505,-7.00,1800,21.00,0.00,,0.00,138.00,977.00,0.00,0.00,21.00,0.00,0.00
2025-07-31,4,AA,1574,ORD,"Chicago, IL",1505,24.00,1800,17.00,0.00,,0.00,129.00,977.00,6.00,0.00,0.00,0.00,11.00
2025-07-01,2,AA,1726,ORD,"Chicago, IL",0800,-5.00,1055,-24.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-02,3,AA,1726,ORD,"Chicago, IL",0800,466.00,1055,453.00,0.00,,0.00,134.00,977.00,0.00,0.00,0.00,0.00,453.00
2025-07-03,4,AA,1726,ORD,"Chicago, IL",0800,-8.00,1055,-23.00,0.00,,0.00,137.00,977.00,,,,,
2025-07-04,5,AA,1726,ORD,"Chicago, IL",0800,22.00,1055,23.00,0.00,,0.00,146.00,977.00,22.00,0.00,1.00,0.00,0.00
2025-07-05,6,AA,1726,ORD,"Chicago, IL",0805,0.00,1055,-9.00,0.00,,0.00,137.00,977.00,,,,,
2025-07-06,7,AA,1726,ORD,"Chicago, IL",0800,-15.00,1050,-20.00,0.00,,0.00,138.00,977.00,,,,,
2025-07-07,1,AA,1726,ORD,"Chicago, IL",0800,-10.00,1050,-20.00,0.00,,0.00,135.00,977.00,,,,,
2025-07-08,2,AA,1726,ORD,"Chicago, IL",0800,-3.00,1050,-3.00,0.00,,0.00,138.00,977.00,,,,,
2025-07-09,3,AA,1726,ORD,"Chicago, IL",0800,-12.00,1050,-18.00,0.00,,0.00,130.00,977.00,,,,,
2025-07-10,4,AA,1726,ORD,"Chicago, IL",0800,-5.00,1050,3.00,0.00,,0.00,131.00,977.00,,,,,
2025-07-11,5,AA,1726,ORD,"Chicago, IL",0800,-6.00,1050,-22.00,0.00,,0.00,134.00,977.00,,,,,
2025-07-12,6,AA,1726,ORD,"Chicago, IL",0800,-7.00,1050,-25.00,0.00,,0.00,134.00,977.00,,,,,
2025-07-13,7,AA,1726,ORD,"Chicago, IL",0800,-1.00,1050,-15.00,0.00,,0.00,129.00,977.00,,,,,
2025-07-14,1,AA,1726,ORD,"Chicago, IL",0800,-6.00,1050,-7.00,0.00,,0.00,141.00,977.00,,,,,
2025-07-15,2,AA,1726,ORD,"Chicago, IL",0800,-12.00,1050,-35.00,0.00,,0.00,124.00,977.00,,,,,
2025-07-16,3,AA,1726,ORD,"Chicago, IL",0800,-4.00,1050,4.00,0.00,,0.00,133.00,977.00,,,,,
2025-07-17,4,AA,1726,ORD,"Chicago, IL",0800,-9.00,1050,-22.00,0.00,,0.00,131.00,977.00,,,,,
2025-07-18,5,AA,1726,ORD,"Chicago, IL",0800,9.00,1050,-1.00,0.00,,0.00,130.00,977.00,,,,,
2025-07-19,6,AA,1726,ORD,"Chicago, IL",0800,5.00,1050,28.00,0.00,,0.00,169.00,977.00,5.00,0.00,23.00,0.00,0.00
2025-07-20,7,AA,1726,ORD,"Chicago, IL",0800,-11.00,1050,0.00,0.00,,0.00,158.00,977.00,,,,,
2025-07-21,1,AA,1726,ORD,"Chicago, IL",0800,-3.00,1050,-17.00,0.00,,0.00,133.00,977.00,,,,,
2025-07-22,2,AA,1726,ORD,"Chicago, IL",0800,-2.00,1050,17.00,0.00,,0.00,131.00,977.00,0.00,0.00,17.00,0.00,0.00
2025-07-23,3,AA,1726,ORD,"Chicago, IL",0800,-7.00,1050,-17.00,0.00,,0.00,128.00,977.00,,,,,
2025-07-24,4,AA,1726,ORD,"Chicago, IL",0800,-10.00,1050,-20.00,0.00,,0.00,132.00,977.00,,,,,
2025-07-25,5,AA,1726,ORD,"Chicago, IL",0800,-5.00,1050,-18.00,0.00,,0.00,133.00,977.00,,,,,
2025-07-26,6,AA,1726,ORD,"Chicago, IL",0800,-3.00,1050,,0.00,,1.00,,977.00,,,,,
2025-07-27,7,AA,1726,ORD,"Chicago, IL",0800,-9.00,1050,-22.00,0.00,,0.00,134.00,977.00,,,,,
2025-07-28,1,AA,1726,ORD,"Chicago, IL",0800,-2.00,1050,4.00,0.00,,0.00,137.00,977.00,,,,,
2025-07-29,2,AA,1726,ORD,"Chicago, IL",0800,-10.00,1050,-26.00,0.00,,0.00,129.00,977.00,,,,,
2025-07-30,3,AA,1726,ORD,"Chicago, IL",0800,-6.00,1050,22.00,0.00,,0.00,171.00,977.00,0.00,0.00,22.00,0.00,0.00
2025-07-31,4,AA,1726,ORD,"Chicago, IL",0800,-7.00,1050,-16.00,0.00,,0.00,127.00,977.00,,,,,
2025-07-06,7,AA,2524,PHX,"Phoenix, AZ",2130,-10.00,2152,-11.00,0.00,,0.00,117.00,872.00,,,,,
2025-07-01,2,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,11.00,0610,-1.00,0.00,,0.00,36.00,190.00,,,,,
2025-07-02,3,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-7.00,0610,-15.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-03,4,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-7.00,0610,-13.00,0.00,,0.00,39.00,190.00,,,,,
2025-07-04,5,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-7.00,0610,-19.00,0.00,,0.00,38.00,190.00,,,,,
2025-07-05,6,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-8.00,0608,4.00,0.00,,0.00,52.00,190.00,,,,,
2025-07-06,7,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-5.00,0608,3.00,0.00,,0.00,48.00,190.00,,,,,
2025-07-07,1,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-3.00,0608,-8.00,0.00,,0.00,40.00,190.00,,,,,
2025-07-08,2,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-5.00,0608,-9.00,0.00,,0.00,38.00,190.00,,,,,
2025-07-09,3,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,,0608,,1.00,B,0.00,,190.00,,,,,
2025-07-10,4,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-10.00,0608,9.00,0.00,,0.00,43.00,190.00,,,,,
2025-07-11,5,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-4.00,0608,-5.00,0.00,,0.00,40.00,190.00,,,,,
2025-07-12,6,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-3.00,0608,0.00,0.00,,0.00,43.00,190.00,,,,,
2025-07-13,7,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,,0608,,1.00,B,0.00,,190.00,,,,,
2025-07-14,1,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-7.00,0608,-8.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-15,2,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-8.00,0608,-20.00,0.00,,0.00,36.00,190.00,,,,,
2025-07-16,3,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-6.00,0608,-8.00,0.00,,0.00,39.00,190.00,,,,,
2025-07-17,4,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,30.00,0608,32.00,0.00,,0.00,38.00,190.00,30.00,0.00,2.00,0.00,0.00
2025-07-18,5,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-4.00,0608,-4.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-19,6,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-7.00,0608,-17.00,0.00,,0.00,38.00,190.00,,,,,
2025-07-20,7,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-9.00,0608,-14.00,0.00,,0.00,42.00,190.00,,,,,
2025-07-21,1,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-4.00,0608,7.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-22,2,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-9.00,0608,-7.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-23,3,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-6.00,0608,3.00,0.00,,0.00,40.00,190.00,,,,,
2025-07-24,4,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-7.00,0608,-15.00,0.00,,0.00,38.00,190.00,,,,,
2025-07-25,5,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-1.00,0608,7.00,0.00,,0.00,43.00,190.00,,,,,
2025-07-26,6,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-8.00,0608,-10.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-27,7,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-6.00,0608,-16.00,0.00,,0.00,39.00,190.00,,,,,
2025-07-28,1,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-9.00,0608,-14.00,0.00,,0.00,37.00,190.00,,,,,
2025-07-29,2,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,0.00,0608,-6.00,0.00,,0.00,44.00,190.00,,,,,
2025-07-30,3,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-3.00,0608,-6.00,0.00,,0.00,43.00,190.00,,,,,
2025-07-31,4,AA,2563,DFW,"Dallas/Fort Worth, TX",0500,-3.00,0608,-8.00,0.00,,0.00,41.00,190.00,,,,,
2025-07-01,2,AA,406,MIA,"Miami, FL",0515,-7.00,0908,-3.00,0.00,,0.00,150.00,1103.00,,,,,
2025-07-02,3,AA,406,MIA,"Miami, FL",0515,-8.00,0908,-4.00,0.00,,0.00,145.00,1103.00,,,,,
2025-07-03,4,AA,406,MIA,"Miami, FL",0515,-7.00,0908,27.00,0.00,,0.00,184.00,1103.00,0.00,0.00,27.00,0.00,0.00
2025-07-04,5,AA,406,MIA,"Miami, FL",0515,-8.00,0908,5.00,0.00,,0.00,147.00,1103.00,,,,,
2025-07-05,6,AA,406,MIA,"Miami, FL",0520,-9.00,0912,-14.00,0.00,,0.00,147.00,1103.00,,,,,
2025-07-06,7,AA,406,MIA,"Miami, FL",0520,-8.00,0912,-15.00,0.00,,0.00,144.00,1103.00,,,,,
2025-07-07,1,AA,406,MIA,"Miami, FL",0520,-5.00,0912,-10.00,0.00,,0.00,143.00,1103.00,,,,,
2025-07-08,2,AA,406,MIA,"Miami, FL",0520,-7.00,0912,-16.00,0.00,,0.00,144.00,1103.00,,,,,
2025-07-09,3,AA,406,MIA,"Miami, FL",0520,-5.00,0912,9.00,0.00,,0.00,150.00,1103.00,,,,,
2025-07-10,4,AA,406,MIA,"Miami, FL",0520,,0912,,1.00,B,0.00,,1103.00,,,,,
2025-07-11,5,AA,406,MIA,"Miami, FL",0520,-6.00,0912,-17.00,0.00,,0.00,139.00,1103.00,,,,,
2025-07-12,6,AA,406,MIA,"Miami, FL",0520,11.00,0912,4.00,0.00,,0.00,144.00,1103.00,,,,,
2025-07-13,7,AA,406,MIA,"Miami, FL",0520,,0912,,1.00,B,0.00,,1103.00,,,,,
